Generation,Lifetime Over 900 Cycle,Total Occumation Grade,Occupation Block of 5 Grade,Created Process Grade,Alive Process Grade,Bombing Freq Grade
743,901,74,6,596,477,7.777777777777778
744,901,74,8,596,477,7.777777777777778
745,901,74,8,596,477,7.777777777777778
746,901,92,2,579,437,7.388888888888889
747,901,74,7,596,477,7.777777777777778
748,901,70,7,587,472,8.555555555555555
749,901,110,9,604,502,8.222222222222221
750,901,99,16,546,459,9.722222222222221
751,901,110,11,604,502,8.222222222222221
752,901,77,9,597,478,7.777777777777778
753,901,77,8,597,478,7.777777777777778
754,901,110,3,604,502,8.222222222222221
755,901,77,8,597,478,7.777777777777778
756,901,76,7,570,404,5.944444444444445
757,901,48,4,617,504,5.722222222222222
758,901,48,1,617,504,5.722222222222222
759,901,48,4,617,504,5.722222222222222
760,901,0,0,235,101,0.0
761,901,80,1,578,432,6.222222222222222
762,901,80,6,578,432,6.222222222222222
763,901,80,6,578,432,6.222222222222222
764,901,80,5,578,432,6.222222222222222
765,901,0,0,588,430,0.0
766,901,83,6,574,416,6.222222222222222
767,901,83,6,574,416,6.222222222222222
768,901,83,6,574,416,6.222222222222222
769,901,83,7,574,416,6.222222222222222
770,901,95,6,589,449,6.111111111111111
771,901,97,3,589,448,6.111111111111111
772,901,97,9,589,448,6.111111111111111
773,901,0,0,79,42,0.0
774,901,68,6,575,436,6.888888888888889
775,901,99,10,448,366,15.61111111111111
776,901,68,6,575,436,6.888888888888889
777,901,68,6,575,436,6.888888888888889
778,901,0,0,537,396,0.0
779,901,68,7,575,436,6.888888888888889
780,901,77,11,537,396,2.4444444444444446
781,901,98,3,377,361,16.944444444444443
782,901,77,11,537,396,2.4444444444444446
783,901,131,14,246,163,15.166666666666666
784,901,131,17,246,163,15.166666666666666
785,901,0,0,251,185,0.0
786,901,0,0,147,103,0.0
787,901,170,16,340,287,10.722222222222221
788,901,151,15,304,214,6.222222222222222
789,901,170,16,340,287,10.722222222222221
790,901,0,0,301,2,0.0
791,901,170,8,340,287,10.722222222222221
792,901,301,19,266,145,12.722222222222221
793,901,219,18,339,254,9.666666666666666
794,901,170,19,229,98,12.61111111111111
795,901,117,3,185,159,36.05555555555556
796,901,219,17,339,254,9.666666666666666
797,901,0,0,340,72,0.0
798,901,117,11,185,159,36.05555555555556
799,901,117,11,185,159,36.05555555555556
800,901,117,3,185,159,36.05555555555556
801,901,0,0,361,303,0.0
802,901,0,0,245,202,0.0
803,901,0,0,241,187,0.0
804,901,288,28,243,89,9.444444444444445
805,901,112,9,241,187,8.61111111111111
806,901,161,13,241,227,15.11111111111111
807,901,77,9,315,265,11.333333333333334
808,901,80,7,347,290,10.5
809,901,0,0,41,42,0.0
810,901,0,0,319,227,0.0
811,901,52,1,479,480,0.0
812,901,77,14,315,265,11.333333333333334
813,901,0,0,335,279,0.0
814,901,81,7,347,290,13.166666666666666
815,901,186,14,354,133,11.833333333333334
816,901,0,0,43,42,0.0
817,901,198,15,331,116,12.833333333333334
818,901,196,14,331,116,12.777777777777779
819,901,196,15,331,116,12.777777777777779
820,901,196,15,331,116,12.777777777777779
821,901,171,14,338,147,12.055555555555555
822,901,174,13,340,145,12.166666666666666
823,901,53,0,601,303,0.0
824,901,281,9,314,41,15.5
825,901,0,0,300,5,0.0
826,901,281,20,314,41,15.5
827,901,281,22,314,41,15.5
828,901,243,18,314,41,15.5
829,901,0,0,314,41,0.0
830,901,0,0,314,42,0.0
831,901,283,21,313,41,15.555555555555555
832,901,0,0,318,41,0.0
833,901,0,0,308,23,0.0
834,901,291,8,318,41,16.11111111111111
835,901,291,23,318,41,16.11111111111111
836,901,291,22,318,41,16.11111111111111
837,901,279,19,316,41,16.0
838,901,55,1,435,29,1.3888888888888888
839,901,0,0,318,41,0.0
840,901,300,23,309,23,16.444444444444443
841,146,65,8,46,0,1.5
842,4,0,0,0,0,0.0
843,901,192,17,220,113,21.11111111111111
844,901,240,1,281,90,22.333333333333332
845,901,240,17,281,90,22.333333333333332
846,901,240,16,281,90,22.333333333333332
847,901,240,16,281,90,22.333333333333332
848,901,240,17,281,90,22.333333333333332
849,901,240,17,281,90,22.333333333333332
850,901,240,1,281,90,22.333333333333332
851,901,240,16,281,90,22.333333333333332
852,901,240,1,281,90,22.333333333333332
853,901,0,0,303,17,0.0
854,901,302,22,303,17,16.444444444444443
855,901,300,2,338,72,16.166666666666668
856,901,302,22,303,17,16.444444444444443
857,109,0,0,31,0,0.0
858,901,0,0,308,32,0.0
859,901,289,1,309,41,16.055555555555557
860,901,289,20,309,41,16.055555555555557
861,901,289,1,309,41,16.055555555555557
862,901,108,10,497,368,7.5
863,901,289,19,309,41,16.055555555555557
864,901,289,19,309,41,16.055555555555557
865,901,290,20,313,41,16.166666666666668
866,901,299,21,338,72,16.166666666666668
867,901,0,0,0,1,0.0
868,901,0,0,312,41,0.0
869,901,297,21,306,23,16.38888888888889
870,901,296,20,305,24,16.333333333333332
871,901,294,20,303,28,16.88888888888889
872,901,294,21,303,28,16.88888888888889
873,71,0,0,15,0,0.0
874,126,0,0,29,0,0.0
875,901,288,20,299,22,15.666666666666666
876,901,297,21,305,23,16.38888888888889
877,901,297,21,305,23,16.38888888888889
878,901,288,6,299,22,15.833333333333334
879,901,0,0,0,1,0.0
880,901,0,0,0,1,0.0
881,901,288,20,299,22,15.666666666666666
882,901,288,20,299,22,15.666666666666666
883,901,0,0,311,41,0.0
884,901,283,20,311,41,15.833333333333334
885,901,281,20,311,41,15.833333333333334
886,901,71,12,348,190,2.9444444444444446
887,901,281,2,311,41,15.833333333333334
888,901,285,20,311,41,15.777777777777779
889,901,285,20,311,41,15.777777777777779
890,901,285,21,311,41,15.777777777777779
891,901,147,13,168,155,38.22222222222222
892,901,0,0,128,126,0.0
893,901,169,14,334,84,9.333333333333334
894,901,148,13,168,155,38.166666666666664
895,5,0,0,0,0,0.0
896,901,100,9,106,101,43.166666666666664
897,901,268,1,352,127,9.38888888888889
898,901,133,9,162,148,38.666666666666664
899,901,133,10,162,148,38.666666666666664
900,901,133,10,162,148,38.666666666666664
901,901,133,10,162,148,38.666666666666664
902,901,133,1,162,148,38.666666666666664
903,901,133,10,162,148,38.666666666666664
904,901,126,9,158,144,38.22222222222222
905,901,0,0,10,8,0.0
906,901,126,9,158,144,38.22222222222222
907,901,0,0,28,14,0.0
908,901,130,10,162,148,38.5
909,901,130,1,162,148,38.5
910,901,130,10,162,148,38.5
911,901,130,10,162,148,38.5
912,901,0,0,346,294,0.0
913,901,123,17,346,294,11.444444444444445
914,901,65,7,329,181,13.0
915,901,174,14,251,251,35.77777777777778
916,901,174,2,251,251,35.77777777777778
917,901,0,0,494,334,0.0
918,901,174,14,251,251,35.77777777777778
919,901,174,13,251,251,35.77777777777778
920,3,64,4,0,1,0.0
921,901,174,2,251,251,35.77777777777778
922,901,174,14,251,251,35.77777777777778
923,901,240,5,312,304,31.666666666666668
924,901,240,15,312,304,31.666666666666668
925,901,0,0,158,156,0.0
926,901,237,15,312,304,31.61111111111111
927,901,237,17,312,304,31.61111111111111
928,901,0,0,309,307,0.0
929,901,237,15,312,304,31.61111111111111
930,901,202,3,384,379,28.0
931,901,202,3,384,379,28.0
932,901,202,15,384,379,28.0
933,901,108,1,698,649,8.277777777777779
934,901,0,0,414,253,0.0
935,901,140,5,711,697,9.277777777777779
936,3,66,1,0,0,0.0
937,901,0,0,347,264,0.0
938,901,109,18,454,223,9.777777777777779
939,901,141,0,711,698,9.333333333333334
940,77,0,0,23,0,0.0
941,901,86,7,572,452,9.666666666666666
942,901,141,10,711,698,9.333333333333334
943,901,212,25,370,327,15.222222222222221
944,901,141,10,711,698,9.333333333333334
945,901,141,10,711,698,9.333333333333334
946,901,141,9,711,698,9.333333333333334
947,901,141,9,711,698,9.333333333333334
948,901,141,10,711,698,9.333333333333334
949,901,141,11,711,698,9.333333333333334
950,901,205,16,375,288,0.7777777777777778
951,901,141,11,711,698,9.333333333333334
952,901,255,2,387,278,4.222222222222222
953,901,175,12,234,234,36.77777777777778
954,901,0,0,276,277,0.0
955,901,188,14,276,277,34.44444444444444
956,901,188,14,276,277,34.44444444444444
957,901,188,14,276,277,34.44444444444444
958,901,86,6,171,97,36.111111111111114
959,901,188,13,276,277,34.44444444444444
960,901,188,14,276,277,34.44444444444444
961,901,188,13,276,277,34.44444444444444
962,901,188,13,276,277,34.44444444444444
963,901,0,0,375,376,0.0
964,901,0,0,235,236,0.0
965,901,0,0,380,381,0.0
966,901,197,14,375,376,27.833333333333332
967,901,0,0,494,493,0.0
968,901,181,13,464,465,21.444444444444443
969,901,197,14,375,376,27.833333333333332
970,901,197,14,375,376,27.833333333333332
971,901,197,14,375,376,27.833333333333332
972,11,0,0,1,0,0.0
973,901,197,14,375,376,27.833333333333332
974,901,197,14,375,376,27.833333333333332
975,901,192,14,398,398,25.88888888888889
976,901,197,14,375,376,27.833333333333332
977,901,170,11,386,386,26.38888888888889
978,901,170,12,386,386,26.38888888888889
979,901,170,12,386,386,26.38888888888889
980,901,170,12,386,386,26.38888888888889
981,901,170,12,386,386,26.38888888888889
982,901,185,13,370,371,28.11111111111111
983,901,174,11,234,233,36.55555555555556
984,901,174,12,234,233,36.55555555555556
985,901,188,13,276,277,34.27777777777778
986,901,174,13,234,233,36.55555555555556
987,901,174,12,234,233,36.55555555555556
988,901,174,13,234,233,36.55555555555556
989,901,0,0,456,336,0.0
990,901,174,12,235,234,36.611111111111114
991,901,174,13,234,233,36.55555555555556
992,901,174,13,234,233,36.55555555555556
993,901,200,14,366,362,28.444444444444443
994,901,0,0,372,369,0.0
995,901,204,15,353,348,29.61111111111111
996,901,0,0,312,311,0.0
997,901,192,15,312,311,31.72222222222222
998,901,200,14,366,362,28.444444444444443
999,901,192,3,312,311,31.72222222222222
1000,901,200,14,366,362,28.444444444444443
1001,901,192,14,312,311,31.72222222222222
1002,901,200,15,366,362,28.444444444444443
1003,901,200,14,366,362,28.444444444444443
1004,901,200,14,366,362,28.444444444444443
1005,901,200,14,366,362,28.444444444444443
1006,901,200,14,366,362,28.444444444444443
1007,901,198,8,354,352,29.333333333333332
1008,901,200,14,353,351,29.444444444444443
1009,901,0,0,236,237,0.0
1010,3,0,0,0,0,0.0
1011,901,206,1,433,434,25.666666666666668
1012,901,93,4,546,479,8.666666666666666
1013,901,206,14,433,434,25.666666666666668
1014,901,206,15,391,392,28.0
1015,901,201,14,380,381,28.555555555555557
1016,901,201,14,380,381,28.555555555555557
1017,901,201,15,380,381,28.555555555555557
1018,901,201,14,380,381,28.555555555555557
1019,901,201,14,380,381,28.555555555555557
1020,901,201,14,380,381,28.555555555555557
1021,901,158,11,201,202,38.5
1022,901,201,14,380,381,28.555555555555557
1023,901,201,14,380,381,28.555555555555557
1024,901,0,0,41,42,0.0
1025,901,0,0,201,202,0.0
1026,901,134,9,157,158,41.0
1027,901,134,10,157,158,41.0
1028,901,134,1,157,158,41.0
1029,901,0,0,42,42,0.0
1030,901,134,10,157,158,41.0
1031,901,134,10,157,158,41.0
1032,901,158,12,201,202,38.5
1033,901,134,10,157,158,41.0
1034,901,134,9,157,158,41.0
1035,901,134,10,157,158,41.0
1036,901,134,9,157,158,41.0
1037,901,134,1,157,158,41.0
1038,901,175,16,408,329,13.055555555555555
1039,901,179,18,435,364,11.777777777777779
1040,901,175,20,408,329,13.055555555555555
1041,901,175,23,408,329,13.055555555555555
1042,901,100,18,275,207,12.944444444444445
1043,901,0,0,201,202,0.0
1044,901,0,0,150,109,0.0
1045,901,101,20,263,198,12.555555555555555
1046,901,129,26,253,144,11.88888888888889
1047,901,159,18,437,328,11.833333333333334
1048,901,159,13,437,328,11.833333333333334
1049,901,0,0,355,281,0.0
1050,901,163,15,426,368,15.38888888888889
1051,901,163,15,426,368,15.38888888888889
1052,901,163,15,426,368,15.38888888888889
1053,901,0,0,0,1,0.0
1054,901,163,14,426,368,15.38888888888889
1055,3,0,0,0,0,0.0
1056,901,0,0,423,373,0.0
1057,901,299,21,338,72,16.166666666666668
1058,901,299,21,338,72,16.166666666666668
1059,901,299,21,338,72,16.166666666666668
1060,901,0,0,0,1,0.0
1061,901,250,17,317,310,19.444444444444443
1062,901,60,5,25,16,0.8888888888888888
1063,901,0,0,25,16,0.0
1064,901,59,4,25,16,0.8888888888888888
1065,901,0,0,21,22,0.0
1066,901,59,5,25,16,0.8888888888888888
1067,901,305,21,304,12,16.5
1068,901,272,18,426,223,14.666666666666666
1069,901,0,0,156,157,0.0
1070,16,60,1,4,2,0.0
1071,901,272,19,426,223,14.666666666666666
1072,901,299,21,338,72,16.166666666666668
1073,5,0,0,0,0,0.0
1074,901,299,20,338,72,16.22222222222222
1075,901,272,19,426,223,14.666666666666666
1076,901,61,5,0,1,0.0
1077,901,271,6,427,222,14.666666666666666
1078,901,299,21,339,73,16.166666666666668
1079,901,271,19,430,227,14.61111111111111
1080,901,271,19,430,227,14.61111111111111
1081,901,299,20,339,73,16.166666666666668
1082,901,299,20,339,73,16.166666666666668
1083,901,299,21,339,73,16.166666666666668
1084,901,63,7,463,59,0.3333333333333333
1085,901,299,1,339,73,16.166666666666668
1086,7,0,0,1,0,0.0
1087,901,299,20,339,73,16.166666666666668
1088,901,188,13,360,4,9.944444444444445
1089,69,60,4,24,0,0.2222222222222222
1090,901,0,0,354,73,0.0
1091,901,0,0,351,73,0.0
1092,901,112,1,400,8,5.722222222222222
1093,901,102,2,398,48,7.555555555555555
1094,901,0,0,5,5,0.0
1095,901,106,2,414,44,5.5
1096,901,98,20,361,282,8.333333333333334
1097,901,98,19,361,282,8.333333333333334
1098,901,98,20,361,282,8.333333333333334
1099,901,98,20,361,282,8.333333333333334
1100,901,98,22,361,282,8.333333333333334
1101,901,92,7,499,235,3.3333333333333335
1102,901,80,17,439,268,8.222222222222221
1103,901,85,19,284,211,12.11111111111111
1104,901,0,0,405,17,0.0
1105,901,84,6,474,152,4.166666666666667
1106,901,0,0,397,241,0.0
1107,901,84,13,491,321,4.944444444444445
1108,901,93,17,366,201,9.5
1109,901,93,17,366,201,9.5
1110,901,124,20,397,241,6.555555555555555
1111,901,117,20,378,285,6.666666666666667
1112,901,120,19,404,311,7.0
1113,901,127,17,439,398,6.833333333333333
1114,901,110,19,429,352,6.611111111111111
1115,901,127,18,439,398,6.833333333333333
1116,901,102,11,474,307,4.111111111111111
1117,901,109,19,424,332,6.666666666666667
1118,901,109,26,424,332,6.666666666666667
1119,901,108,19,427,349,7.277777777777778
1120,901,104,19,324,282,14.833333333333334
1121,901,109,14,190,180,24.11111111111111
1122,901,109,19,190,180,24.11111111111111
1123,901,144,26,293,265,17.555555555555557
1124,901,0,0,185,159,0.0
1125,901,0,0,194,186,0.0
1126,901,0,0,134,126,0.0
1127,901,0,0,250,192,0.0
1128,6,64,5,1,2,0.0
1129,901,109,17,185,181,30.77777777777778
1130,901,0,0,228,170,0.0
1131,901,115,4,307,270,22.944444444444443
1132,901,99,12,228,170,25.5
1133,901,161,17,450,334,7.666666666666667
1134,901,137,12,410,255,10.166666666666666
1135,901,142,15,403,305,10.5
1136,901,142,7,403,305,10.5
1137,901,142,16,403,305,10.5
1138,901,144,17,377,276,10.166666666666666
1139,901,159,15,373,205,12.055555555555555
1140,901,146,18,377,276,10.055555555555555
1141,901,144,8,377,276,10.166666666666666
1142,901,144,17,377,276,10.166666666666666
1143,901,144,17,377,276,10.166666666666666
1144,901,144,16,377,276,10.166666666666666
1145,901,89,11,466,407,7.277777777777778
1146,901,92,13,343,269,8.88888888888889
1147,901,107,12,452,380,6.944444444444445
1148,901,107,12,452,380,6.944444444444445
1149,901,107,11,452,380,6.944444444444445
1150,901,0,0,340,236,0.0
1151,901,87,10,468,421,7.333333333333333
1152,901,251,21,443,293,3.0555555555555554
1153,901,229,4,451,322,3.6666666666666665
1154,901,239,20,456,324,2.9444444444444446
1155,901,353,26,209,187,3.5
1156,901,0,0,174,150,0.0
1157,901,353,26,209,187,3.5
1158,901,353,25,209,187,3.5
1159,901,353,26,209,187,3.5
1160,901,353,26,209,187,3.5
1161,901,352,27,208,179,3.7777777777777777
1162,901,0,0,88,72,0.0
1163,901,254,22,165,149,4.888888888888889
1164,901,132,10,379,192,5.222222222222222
1165,901,0,0,255,119,0.0
1166,901,0,0,429,384,0.0
1167,901,0,0,192,178,0.0
1168,901,98,19,418,337,9.166666666666666
1169,901,0,0,313,248,0.0
1170,901,147,13,479,361,6.388888888888889
1171,901,147,14,479,361,6.388888888888889
1172,901,147,14,479,361,6.388888888888889
1173,901,125,3,426,299,3.888888888888889
1174,901,161,14,386,252,10.555555555555555
1175,901,147,13,479,361,6.388888888888889
1176,901,147,8,479,361,6.388888888888889
1177,901,147,4,479,361,6.388888888888889
1178,901,148,14,480,368,6.388888888888889
1179,901,139,16,452,384,7.888888888888889
1180,901,68,1,589,559,2.888888888888889
1181,901,126,16,463,432,5.888888888888889
1182,901,0,0,556,526,0.0
1183,901,135,13,573,536,4.277777777777778
1184,901,0,0,589,508,0.0
1185,901,137,16,539,490,4.944444444444445
1186,901,137,18,539,490,4.944444444444445
1187,901,137,17,539,490,4.944444444444445
1188,901,0,0,582,523,0.0
1189,901,156,18,512,460,4.611111111111111
1190,901,152,18,501,451,4.388888888888889
1191,901,156,9,512,460,4.611111111111111
1192,901,190,15,606,554,7.055555555555555
1193,901,159,22,395,348,5.0
1194,901,190,3,606,554,7.055555555555555
1195,901,190,14,606,554,7.055555555555555
1196,901,166,16,605,553,5.555555555555555
1197,901,166,6,605,553,5.555555555555555
1198,901,191,2,606,554,7.055555555555555
1199,901,0,0,606,554,0.0
1200,901,0,0,500,432,0.0
1201,901,151,2,528,469,5.0
1202,901,148,4,526,489,4.555555555555555
1203,901,148,11,527,490,4.555555555555555
1204,901,138,10,569,532,4.222222222222222
1205,901,148,12,527,490,4.555555555555555
1206,901,148,14,527,490,4.555555555555555
1207,901,148,13,527,490,4.555555555555555
1208,901,131,16,523,488,4.222222222222222
1209,901,0,0,642,522,0.0
1210,901,148,12,527,490,4.555555555555555
1211,901,124,11,548,470,3.388888888888889
1212,901,187,21,353,300,6.333333333333333
1213,901,188,21,353,299,6.333333333333333
1214,901,187,8,353,300,6.333333333333333
1215,901,187,20,353,300,6.333333333333333
1216,901,157,14,393,310,5.444444444444445
1217,901,0,0,515,500,0.0
1218,901,134,10,515,500,4.0
1219,901,157,14,393,310,5.444444444444445
1220,901,157,13,393,310,5.444444444444445
1221,901,157,3,393,310,5.444444444444445
1222,901,120,10,204,64,7.666666666666667
1223,901,130,15,493,438,4.722222222222222
1224,901,88,12,344,261,2.5
1225,901,89,6,415,388,4.166666666666667
1226,901,128,20,492,436,5.055555555555555
1227,901,128,21,492,436,5.055555555555555
1228,901,0,0,269,219,0.0
1229,901,0,0,302,5,0.0
1230,901,128,20,492,436,5.055555555555555
1231,901,128,20,492,436,5.055555555555555
1232,901,128,20,492,436,5.055555555555555
1233,901,117,20,486,434,4.5
1234,901,0,0,357,281,0.0
1235,901,149,22,436,391,5.333333333333333
1236,901,149,22,436,391,5.333333333333333
1237,901,149,21,436,391,5.333333333333333
1238,901,149,22,436,391,5.333333333333333
1239,901,0,0,334,315,0.0
1240,901,195,17,415,415,10.5
1241,901,195,4,415,415,10.5
1242,901,195,17,415,415,10.5
1243,901,194,15,334,234,5.444444444444445
1244,901,195,17,415,415,10.5
1245,901,195,17,415,415,10.5
1246,901,128,11,373,372,14.944444444444445
1247,901,0,0,331,258,0.0
1248,901,0,0,247,247,0.0
1249,901,236,21,296,295,13.777777777777779
1250,901,236,22,296,295,13.777777777777779
1251,901,236,7,296,295,13.777777777777779
1252,901,236,22,296,295,13.777777777777779
1253,901,236,16,296,295,13.777777777777779
1254,901,232,16,414,411,9.38888888888889
1255,901,110,20,131,55,13.444444444444445
1256,901,196,16,171,147,10.444444444444445
1257,901,0,0,195,184,0.0
1258,901,0,0,302,5,0.0
1259,901,369,25,302,5,0.0
1260,901,368,25,302,5,0.0
1261,901,369,25,302,5,0.0
1262,901,0,0,7,3,0.0
1263,901,369,26,302,5,0.0
1264,901,369,26,302,5,0.0
1265,901,369,25,302,5,0.0
1266,901,369,1,302,5,0.0
1267,901,369,1,302,5,0.0
1268,901,369,25,302,5,0.0
1269,901,369,1,302,5,0.0
1270,901,370,25,302,5,0.0
1271,901,371,25,302,5,0.0
1272,901,0,0,3,2,0.0
1273,901,372,26,302,5,0.0
1274,901,0,0,302,5,0.0
1275,901,373,1,302,5,0.0
1276,901,373,26,302,5,0.0
1277,901,373,25,302,5,0.0
1278,901,372,25,302,5,0.0
1279,901,372,26,302,5,0.0
1280,901,0,0,271,56,0.0
1281,901,373,25,302,5,0.0
1282,901,373,25,302,5,0.0
1283,901,373,26,302,5,0.0
1284,901,0,0,302,5,0.0
1285,901,373,25,302,5,0.0
1286,901,372,25,302,5,0.0
1287,901,372,26,302,5,0.0
1288,901,373,26,302,5,0.0
1289,901,373,25,302,5,0.0
1290,901,373,25,302,5,0.0
1291,901,373,25,302,5,0.0
1292,901,78,7,182,5,10.055555555555555
1293,901,77,7,271,82,0.05555555555555555
1294,901,0,0,302,5,0.0
1295,901,374,25,302,5,0.0
1296,901,373,26,302,5,0.0
1297,901,374,25,302,5,0.0
1298,901,0,0,302,5,0.0
1299,901,372,26,302,5,0.0
1300,901,373,25,302,5,0.0
1301,901,0,0,302,5,0.0
1302,901,373,25,302,5,0.0
