Generation,Lifetime Over 900 Cycle,Total Occumation Grade,Occupation Block of 5 Grade,Created Process Grade,Alive Process Grade,Bombing Freq Grade
4617,901,144,25,434,411,6.722222222222222
4618,901,0,0,300,2,0.0
4619,901,126,14,444,422,6.833333333333333
4620,901,304,2,300,2,16.666666666666668
4621,901,304,21,300,2,16.666666666666668
4622,901,304,22,300,2,16.666666666666668
4623,901,141,30,217,150,12.0
4624,901,134,25,266,226,11.222222222222221
4625,901,140,25,269,230,13.222222222222221
4626,901,140,26,269,230,13.222222222222221
4627,901,128,23,263,228,12.555555555555555
4628,901,128,15,263,228,12.555555555555555
4629,901,130,12,213,167,10.38888888888889
4630,901,137,16,192,189,6.722222222222222
4631,901,139,25,248,210,11.88888888888889
4632,901,137,17,192,189,6.722222222222222
4633,901,132,17,348,293,10.5
4634,901,0,0,242,203,0.0
4635,15,0,0,0,0,0.0
4636,901,161,31,236,155,11.166666666666666
4637,901,146,32,242,203,11.11111111111111
4638,901,0,0,240,195,0.0
4639,901,0,0,218,175,0.0
4640,901,0,0,199,175,0.0
4641,901,101,8,45,42,0.3888888888888889
4642,901,179,43,285,265,11.5
4643,901,174,34,229,165,12.277777777777779
4644,901,174,39,229,165,12.277777777777779
4645,901,172,28,214,161,11.944444444444445
4646,901,141,17,156,45,17.333333333333332
4647,901,0,0,166,142,0.0
4648,901,168,34,201,165,10.777777777777779
4649,901,172,35,214,161,11.944444444444445
4650,901,122,10,246,154,3.7222222222222223
4651,901,172,40,231,186,11.944444444444445
4652,901,0,0,226,3,0.0
4653,901,160,28,147,84,8.944444444444445
4654,901,160,27,147,84,8.944444444444445
4655,901,132,20,183,89,14.5
4656,901,254,20,226,3,12.555555555555555
4657,901,160,28,147,84,8.944444444444445
4658,901,150,29,171,111,11.777777777777779
4659,901,0,0,143,95,0.0
4660,901,163,29,169,114,11.666666666666666
4661,901,187,16,123,89,24.27777777777778
4662,901,149,25,148,97,12.88888888888889
4663,901,144,27,159,113,11.555555555555555
4664,901,137,26,159,137,8.555555555555555
4665,15,0,0,0,0,0.0
4666,901,144,26,159,113,11.555555555555555
4667,901,107,15,157,142,9.5
4668,901,0,0,197,165,0.0
4669,901,142,24,154,113,11.38888888888889
4670,901,134,27,197,165,9.61111111111111
4671,901,0,0,200,186,0.0
4672,901,155,34,247,221,8.444444444444445
4673,901,0,0,230,193,0.0
4674,901,0,0,313,314,0.0
4675,901,132,2,158,158,7.055555555555555
4676,901,151,35,244,219,8.38888888888889
4677,901,0,0,237,211,0.0
4678,901,0,0,213,169,0.0
4679,901,0,0,189,167,0.0
4680,901,0,0,166,57,0.0
4681,901,195,17,216,136,3.9444444444444446
4682,901,0,0,192,135,0.0
4683,901,0,0,260,196,0.0
4684,901,153,28,249,204,10.444444444444445
4685,901,150,27,255,204,10.222222222222221
4686,3,0,0,0,0,0.0
4687,901,0,0,340,216,0.0
4688,6,0,0,1,0,0.0
4689,901,304,2,300,2,16.666666666666668
4690,901,211,28,279,177,6.222222222222222
4691,901,304,21,300,2,16.666666666666668
4692,901,304,22,300,2,16.666666666666668
4693,901,304,22,300,2,16.666666666666668
4694,901,304,22,300,2,16.666666666666668
4695,901,304,2,300,2,16.666666666666668
4696,901,304,19,300,2,16.666666666666668
4697,901,304,22,300,2,16.666666666666668
4698,901,0,0,300,2,0.0
4699,901,0,0,300,2,0.0
4700,10,99,8,2,0,0.0
4701,901,304,22,300,2,16.666666666666668
4702,901,0,0,300,2,0.0
4703,901,304,22,300,2,16.666666666666668
4704,901,304,22,300,2,16.666666666666668
4705,901,0,0,79,80,0.0
4706,901,304,22,300,2,16.666666666666668
4707,901,304,22,300,2,16.666666666666668
4708,901,304,2,300,2,16.666666666666668
4709,901,304,22,300,2,16.666666666666668
4710,901,304,22,300,2,16.666666666666668
4711,901,303,20,300,2,16.666666666666668
4712,901,0,0,300,2,0.0
4713,901,0,0,208,94,0.0
4714,3,0,0,0,0,0.0
4715,901,303,21,300,2,16.666666666666668
4716,901,303,21,300,2,16.666666666666668
4717,901,303,21,300,2,16.666666666666668
4718,901,0,0,146,77,0.0
4719,901,304,22,300,2,16.666666666666668
4720,901,120,19,153,90,17.38888888888889
4721,901,303,20,300,2,16.666666666666668
4722,901,120,18,153,90,17.38888888888889
4723,901,303,21,300,2,16.666666666666668
4724,901,303,21,300,2,16.666666666666668
4725,901,303,21,300,2,16.666666666666668
4726,901,303,21,300,2,16.666666666666668
4727,901,303,1,300,2,16.666666666666668
4728,901,303,21,300,2,16.666666666666668
4729,901,303,20,300,2,16.666666666666668
4730,901,303,20,300,2,16.666666666666668
4731,901,0,0,1,1,0.0
4732,901,303,21,300,2,16.666666666666668
4733,901,303,21,300,2,16.666666666666668
4734,901,0,0,300,2,0.0
4735,901,303,21,300,2,16.666666666666668
4736,901,303,20,300,2,16.666666666666668
4737,901,0,0,446,2,0.0
4738,901,303,21,300,2,16.666666666666668
4739,901,303,20,300,2,16.666666666666668
4740,901,303,1,300,2,16.666666666666668
4741,901,303,21,300,2,16.666666666666668
4742,901,303,21,300,2,16.666666666666668
4743,901,303,21,300,2,16.666666666666668
4744,901,303,1,300,2,16.666666666666668
4745,901,303,8,300,2,16.666666666666668
4746,901,303,1,300,2,16.666666666666668
4747,901,303,21,300,2,16.666666666666668
4748,901,303,21,300,2,16.666666666666668
4749,901,303,21,300,2,16.666666666666668
4750,901,303,0,300,2,16.666666666666668
4751,901,303,21,300,2,16.666666666666668
4752,901,303,8,300,2,16.666666666666668
4753,901,303,21,300,2,16.666666666666668
4754,6,0,0,1,0,0.0
4755,901,303,21,300,2,16.666666666666668
4756,901,304,22,300,2,16.666666666666668
4757,901,303,21,300,2,16.666666666666668
4758,901,304,2,300,2,16.666666666666668
4759,901,304,2,300,2,16.666666666666668
4760,901,304,21,300,2,16.666666666666668
4761,901,304,22,300,2,16.666666666666668
4762,901,0,0,234,188,0.0
4763,901,304,21,300,2,16.666666666666668
4764,901,0,0,0,1,0.0
4765,901,99,7,300,2,16.666666666666668
4766,901,304,22,300,2,16.666666666666668
4767,901,100,8,300,2,16.666666666666668
4768,901,0,0,300,2,0.0
4769,5,0,0,0,0,0.0
4770,901,100,8,300,2,16.666666666666668
4771,901,0,0,300,2,0.0
4772,901,100,7,300,2,16.666666666666668
4773,7,100,1,1,0,0.0
4774,901,0,0,300,2,0.0
4775,901,99,8,300,2,16.666666666666668
4776,901,99,7,300,2,16.666666666666668
4777,901,99,1,300,2,16.666666666666668
4778,901,99,8,300,2,16.666666666666668
4779,901,194,19,188,5,13.333333333333334
4780,901,99,7,300,2,16.666666666666668
4781,901,99,1,300,2,16.666666666666668
4782,901,99,7,300,2,16.666666666666668
4783,901,99,8,300,2,16.666666666666668
4784,901,99,1,300,2,16.666666666666668
4785,901,99,8,300,2,16.666666666666668
4786,901,100,8,300,2,16.666666666666668
4787,901,99,7,300,2,16.666666666666668
4788,901,0,0,106,67,0.0
4789,901,0,0,115,56,0.0
4790,901,111,13,106,67,38.22222222222222
4791,901,0,0,166,30,0.0
4792,901,0,0,448,1,0.0
4793,901,123,25,166,30,16.166666666666668
4794,901,123,17,136,105,6.166666666666667
4795,901,0,0,231,125,0.0
4796,901,120,19,194,120,8.38888888888889
4797,901,139,20,194,116,11.833333333333334
4798,901,121,20,144,119,9.555555555555555
4799,901,172,24,189,31,11.222222222222221
4800,901,153,12,58,41,42.166666666666664
4801,901,121,20,144,119,9.555555555555555
4802,901,380,28,299,2,16.666666666666668
4803,901,0,0,299,2,0.0
4804,901,0,0,299,2,0.0
4805,901,100,2,299,2,16.666666666666668
4806,901,100,8,299,2,16.666666666666668
4807,901,0,0,315,35,0.0
4808,901,99,2,41,42,2.2777777777777777
4809,901,213,36,181,2,29.88888888888889
4810,901,0,0,332,73,0.0
4811,901,140,12,41,42,2.2777777777777777
4812,901,137,11,41,42,2.2777777777777777
4813,901,0,0,41,42,0.0
4814,901,0,0,299,2,0.0
4815,901,0,0,41,42,0.0
4816,901,302,21,299,2,16.666666666666668
4817,901,97,7,153,6,8.555555555555555
4818,901,0,0,41,42,0.0
4819,901,97,8,153,6,8.555555555555555
4820,901,0,0,41,42,0.0
4821,901,0,0,153,6,0.0
4822,901,98,8,299,2,16.666666666666668
4823,901,96,7,153,6,8.555555555555555
4824,901,96,7,153,6,8.555555555555555
4825,901,96,7,153,6,8.555555555555555
4826,901,0,0,41,42,0.0
4827,901,0,0,115,54,0.0
4828,901,98,7,41,42,2.2777777777777777
4829,901,0,0,291,113,0.0
4830,27,0,0,4,0,0.0
4831,901,300,29,291,113,4.055555555555555
4832,901,300,28,291,113,4.055555555555555
4833,901,133,11,41,42,4.444444444444445
4834,901,300,29,291,113,4.055555555555555
4835,901,133,11,41,42,4.444444444444445
4836,901,0,0,41,42,0.0
4837,901,0,0,0,1,0.0
4838,901,97,1,41,42,4.444444444444445
4839,901,97,8,42,42,2.2777777777777777
4840,901,0,0,0,1,0.0
4841,901,265,24,131,6,21.5
4842,901,0,0,41,42,0.0
4843,901,98,8,41,42,6.5
4844,901,97,8,41,42,4.444444444444445
4845,901,0,0,41,42,0.0
4846,901,96,1,41,42,4.444444444444445
4847,901,97,8,41,42,4.444444444444445
4848,901,96,8,41,42,4.444444444444445
4849,901,136,13,45,42,42.5
4850,901,97,7,41,42,4.444444444444445
4851,901,0,0,118,117,0.0
4852,901,97,7,41,42,4.444444444444445
4853,901,257,12,258,209,19.22222222222222
4854,4,97,7,1,1,0.0
4855,901,231,28,203,178,21.88888888888889
4856,901,111,11,13,1,2.4444444444444446
4857,901,231,27,203,178,21.88888888888889
4858,901,143,20,186,138,17.333333333333332
4859,901,105,11,129,113,3.888888888888889
4860,901,143,20,186,138,17.333333333333332
4861,901,143,20,186,138,17.333333333333332
4862,901,143,20,186,138,17.333333333333332
4863,901,0,0,263,176,0.0
4864,901,188,2,100,11,10.38888888888889
4865,901,188,14,100,11,10.38888888888889
4866,901,134,22,302,267,9.444444444444445
4867,901,121,8,232,218,22.944444444444443
4868,901,147,23,373,291,6.388888888888889
4869,901,147,24,373,291,6.388888888888889
4870,901,154,40,247,232,17.444444444444443
4871,901,0,0,230,114,0.0
4872,901,154,40,247,232,17.444444444444443
4873,901,0,0,41,42,0.0
4874,901,123,24,170,145,4.055555555555555
4875,901,121,17,279,225,6.944444444444445
4876,901,189,40,276,216,7.333333333333333
4877,901,121,24,279,225,6.944444444444445
4878,901,137,34,267,245,8.055555555555555
4879,901,130,25,257,213,8.555555555555555
4880,901,132,30,206,177,12.055555555555555
4881,901,0,0,105,53,0.0
4882,901,114,20,235,199,9.61111111111111
4883,901,114,21,235,199,9.61111111111111
4884,901,115,14,234,191,8.88888888888889
4885,901,115,21,234,191,8.88888888888889
4886,901,114,14,235,199,9.61111111111111
4887,901,0,0,335,105,0.0
4888,901,171,11,390,266,6.111111111111111
4889,901,171,18,390,266,6.111111111111111
4890,901,202,17,317,107,5.333333333333333
4891,901,0,0,439,270,0.0
4892,901,149,16,293,182,10.055555555555555
4893,901,181,18,432,346,5.444444444444445
4894,901,175,16,428,267,3.5
4895,901,175,12,428,267,3.5
4896,901,0,0,466,344,0.0
4897,901,0,0,311,20,0.0
4898,901,0,0,354,133,0.0
4899,901,275,26,465,343,2.7777777777777777
4900,901,0,0,491,345,0.0
4901,901,0,0,42,3,0.0
4902,901,293,21,477,360,2.611111111111111
4903,901,296,22,479,363,2.5555555555555554
4904,901,296,22,479,363,2.5555555555555554
4905,901,296,3,479,363,2.5555555555555554
4906,901,0,0,479,350,0.0
4907,901,296,22,479,363,2.5555555555555554
4908,901,0,0,403,264,0.0
4909,901,177,15,427,245,2.9444444444444446
4910,901,298,8,486,370,2.5555555555555554
4911,901,366,27,525,424,1.0
4912,901,209,15,533,501,1.3333333333333333
4913,901,366,26,525,424,1.0
4914,901,366,26,525,424,1.0
4915,901,308,22,416,336,1.2777777777777777
4916,901,366,17,525,424,1.0
4917,901,271,2,525,424,1.0
4918,901,0,0,509,360,0.0
4919,901,201,31,475,423,5.055555555555555
4920,901,198,14,509,360,1.4444444444444444
4921,901,0,0,510,361,0.0
4922,901,200,31,482,433,5.055555555555555
4923,901,109,10,510,361,1.4444444444444444
4924,901,0,0,446,390,0.0
4925,901,206,32,480,433,5.111111111111111
4926,901,0,0,466,323,0.0
4927,901,155,9,489,371,1.4444444444444444
4928,901,190,2,516,380,1.6666666666666667
4929,901,192,4,516,380,6.666666666666667
4930,901,0,0,447,272,0.0
4931,901,190,15,516,380,1.6666666666666667
4932,901,251,17,478,271,1.1666666666666667
4933,901,0,0,357,321,0.0
4934,901,120,27,446,433,10.11111111111111
4935,901,154,21,179,27,12.055555555555555
4936,901,120,27,446,433,10.11111111111111
4937,901,120,19,446,433,10.11111111111111
4938,901,122,23,473,396,9.777777777777779
4939,901,0,0,270,239,0.0
4940,901,117,24,453,435,10.88888888888889
4941,901,118,23,474,400,5.388888888888889
4942,901,134,27,369,350,10.555555555555555
4943,901,134,27,369,350,10.555555555555555
4944,901,120,24,444,435,11.055555555555555
4945,901,120,22,444,435,11.055555555555555
4946,901,120,22,444,435,11.055555555555555
4947,901,120,22,444,435,11.055555555555555
4948,901,120,22,444,435,11.055555555555555
4949,901,120,21,444,435,11.055555555555555
4950,901,157,17,314,204,15.555555555555555
4951,901,163,22,327,278,13.277777777777779
4952,901,0,0,170,119,0.0
4953,901,127,16,314,300,11.833333333333334
4954,901,0,0,357,341,0.0
4955,901,0,0,343,325,0.0
4956,901,114,17,357,341,16.166666666666668
4957,901,114,11,357,341,16.166666666666668
4958,901,0,0,359,342,0.0
4959,901,115,19,300,262,16.833333333333332
4960,901,123,29,388,364,15.666666666666666
4961,901,135,32,273,243,16.333333333333332
4962,901,135,29,273,243,16.333333333333332
4963,901,123,25,365,329,16.22222222222222
4964,901,0,0,183,84,0.0
4965,901,0,0,195,194,0.0
4966,901,115,14,366,330,13.38888888888889
4967,901,113,9,337,294,11.333333333333334
4968,901,118,13,366,352,13.222222222222221
4969,901,142,21,219,108,8.88888888888889
4970,901,111,15,303,291,12.055555555555555
4971,901,0,0,201,165,0.0
4972,23,0,0,0,0,0.0
4973,901,134,13,229,230,20.555555555555557
4974,901,0,0,191,165,0.0
4975,901,159,22,201,165,7.611111111111111
4976,901,159,25,201,165,7.611111111111111
4977,901,181,26,201,146,7.722222222222222
4978,901,159,25,201,165,7.611111111111111
4979,901,159,22,201,165,7.611111111111111
4980,901,0,0,116,54,0.0
4981,901,119,21,161,130,7.055555555555555
4982,901,0,0,192,153,0.0
4983,901,159,23,201,165,7.611111111111111
4984,901,0,0,85,49,0.0
4985,901,167,24,209,128,8.833333333333334
4986,901,167,24,209,128,8.833333333333334
4987,901,167,15,209,128,8.833333333333334
4988,901,0,0,76,22,0.0
4989,901,0,0,231,26,0.0
4990,901,242,18,304,148,3.388888888888889
4991,901,0,0,191,77,0.0
4992,901,199,23,198,161,7.166666666666667
4993,901,301,23,191,77,2.7222222222222223
4994,901,0,0,305,26,0.0
4995,901,199,8,198,161,7.166666666666667
4996,901,140,19,303,265,8.722222222222221
4997,901,0,0,300,285,0.0
4998,901,0,0,300,63,0.0
4999,901,207,20,237,199,6.833333333333333
5000,901,299,21,334,113,3.4444444444444446
5001,10,0,0,0,0,0.0
5002,901,0,0,325,70,0.0
5003,901,299,23,334,113,3.4444444444444446
5004,901,398,24,303,9,0.1111111111111111
5005,901,379,13,325,70,1.6666666666666667
5006,901,0,0,327,75,0.0
5007,901,375,30,332,91,2.0555555555555554
5008,901,346,27,328,90,2.8333333333333335
5009,901,375,30,332,91,2.0555555555555554
5010,901,375,20,332,91,2.0555555555555554
5011,901,375,27,332,91,2.0555555555555554
5012,17,0,0,0,0,0.0
5013,901,357,19,298,63,3.9444444444444446
5014,901,353,27,310,88,4.277777777777778
5015,901,331,17,342,110,2.6666666666666665
5016,901,346,18,328,90,2.8333333333333335
5017,901,331,19,342,110,2.6666666666666665
5018,901,346,14,328,90,2.8333333333333335
5019,901,319,24,359,132,1.7222222222222223
5020,901,319,24,359,132,1.7222222222222223
5021,901,0,0,335,88,0.0
5022,901,319,18,359,132,1.7222222222222223
5023,901,0,0,329,89,0.0
5024,901,319,16,359,132,1.7222222222222223
5025,901,319,25,359,132,1.7222222222222223
5026,901,196,16,279,153,13.444444444444445
5027,901,319,26,359,132,1.7222222222222223
5028,901,319,24,359,132,1.7222222222222223
5029,901,319,24,359,132,1.7222222222222223
5030,901,319,25,359,132,1.7222222222222223
5031,901,104,8,110,85,36.833333333333336
5032,901,0,0,235,86,0.0
5033,901,0,0,77,71,0.0
5034,901,128,27,235,86,8.5
5035,901,298,21,292,2,16.77777777777778
5036,901,128,20,235,86,8.5
5037,901,128,28,235,86,8.5
5038,901,128,27,235,86,8.5
5039,901,128,26,235,86,8.5
5040,901,268,18,365,149,17.22222222222222
5041,901,0,0,345,106,0.0
5042,901,270,19,363,146,17.27777777777778
5043,901,162,1,308,24,16.61111111111111
5044,901,270,4,363,146,17.27777777777778
5045,901,159,11,302,10,16.61111111111111
5046,901,398,27,303,9,0.1111111111111111
5047,901,143,11,309,25,14.722222222222221
5048,901,398,28,303,9,0.1111111111111111
5049,901,265,19,356,129,16.444444444444443
5050,901,0,0,0,1,0.0
5051,901,200,17,539,460,9.38888888888889
5052,901,200,11,539,460,9.38888888888889
5053,901,200,15,539,460,9.38888888888889
5054,901,199,8,539,460,9.333333333333334
5055,901,201,17,539,460,9.333333333333334
5056,901,201,13,539,460,9.333333333333334
5057,901,201,8,539,460,9.333333333333334
5058,901,292,19,331,74,17.055555555555557
5059,901,0,0,410,255,0.0
5060,901,116,10,497,406,9.444444444444445
5061,5,101,8,0,0,0.0
5062,901,116,10,497,406,9.444444444444445
5063,901,200,17,539,460,9.333333333333334
5064,901,116,2,497,406,9.444444444444445
5065,901,293,21,320,57,15.722222222222221
5066,901,203,15,378,375,12.61111111111111
5067,901,293,2,320,57,15.722222222222221
5068,901,293,1,320,57,15.722222222222221
5069,901,293,20,320,57,15.722222222222221
5070,901,293,20,320,57,15.722222222222221
5071,901,293,20,320,57,15.722222222222221
5072,901,308,21,299,2,16.666666666666668
5073,901,0,0,221,5,0.0
5074,901,292,20,319,57,15.666666666666666
5075,901,292,20,319,57,15.666666666666666
5076,2,100,8,0,1,0.0
5077,901,293,21,319,57,15.722222222222221
5078,901,292,21,320,57,15.666666666666666
5079,901,292,21,320,57,15.666666666666666
5080,901,292,21,320,57,15.666666666666666
5081,901,0,0,353,130,0.0
5082,901,241,1,353,130,12.777777777777779
5083,901,265,20,373,131,10.666666666666666
5084,901,132,2,412,169,5.333333333333333
5085,901,277,19,362,130,11.777777777777779
5086,901,265,6,373,131,10.666666666666666
5087,901,0,0,373,131,0.0
5088,566,0,0,119,0,0.0
5089,901,264,20,373,131,10.666666666666666
5090,901,184,19,244,170,28.11111111111111
5091,901,264,20,373,131,10.61111111111111
5092,901,264,21,373,131,10.61111111111111
5093,901,292,15,330,65,14.222222222222221
5094,901,0,0,323,300,0.0
5095,901,186,15,348,286,9.555555555555555
5096,901,186,14,348,286,9.555555555555555
5097,901,0,0,260,247,0.0
5098,901,171,12,323,300,8.88888888888889
5099,901,171,12,323,300,8.88888888888889
5100,901,171,13,323,300,8.88888888888889
5101,901,171,1,323,300,8.88888888888889
5102,901,171,13,323,300,8.88888888888889
5103,901,171,12,323,300,8.88888888888889
5104,901,171,12,323,300,8.88888888888889
5105,901,0,0,1,1,0.0
5106,901,133,10,158,158,6.833333333333333
5107,901,0,0,310,133,0.0
5108,901,0,0,183,6,0.0
5109,901,222,20,310,133,9.055555555555555
5110,901,139,17,159,14,11.333333333333334
5111,901,222,21,310,133,9.055555555555555
5112,901,174,24,121,50,6.166666666666667
5113,901,222,20,310,133,9.055555555555555
5114,901,0,0,241,40,0.0
5115,901,0,0,323,236,0.0
5116,901,207,17,241,40,9.11111111111111
5117,901,188,22,130,36,10.5
5118,901,188,23,130,36,10.5
5119,901,182,2,196,85,4.222222222222222
5120,901,0,0,170,4,0.0
5121,901,182,14,196,85,4.222222222222222
5122,901,0,0,3,3,0.0
5123,3,0,0,0,0,0.0
5124,901,182,14,228,101,6.111111111111111
5125,901,188,17,122,11,26.11111111111111
5126,901,0,0,284,156,0.0
5127,901,0,0,296,167,0.0
5128,901,181,13,254,95,1.0555555555555556
5129,901,181,13,254,95,1.0555555555555556
5130,901,0,0,271,12,0.0
5131,901,0,0,275,153,0.0
5132,901,123,14,199,102,3.4444444444444446
5133,901,160,18,146,105,6.0
5134,901,161,18,157,111,10.222222222222221
5135,901,0,0,99,59,0.0
5136,3,0,0,0,0,0.0
5137,3,0,0,0,0,0.0
5138,901,168,17,227,202,5.666666666666667
5139,901,119,25,145,117,11.555555555555555
5140,901,0,0,149,128,0.0
5141,901,119,25,145,117,11.555555555555555
5142,901,119,25,145,117,11.555555555555555
5143,901,0,0,174,88,0.0
5144,901,0,0,0,1,0.0
5145,901,214,16,174,88,2.611111111111111
5146,901,214,18,174,88,2.611111111111111
5147,901,210,5,174,89,2.4444444444444446
5148,901,0,0,0,1,0.0
5149,901,175,13,168,85,0.6666666666666666
5150,901,0,0,3,3,0.0
5151,901,217,16,177,94,2.8333333333333335
5152,901,0,0,164,115,0.0
5153,901,0,0,185,142,0.0
5154,901,121,18,174,135,7.111111111111111
5155,901,0,0,191,147,0.0
5156,901,142,21,185,142,7.777777777777778
5157,901,206,7,113,81,6.166666666666667
5158,901,0,0,293,181,0.0
5159,10,0,0,0,0,0.0
5160,901,137,20,293,181,5.777777777777778
5161,901,137,21,293,181,5.777777777777778
5162,901,137,20,293,181,5.777777777777778
5163,901,137,19,293,181,5.777777777777778
5164,901,137,20,293,181,5.777777777777778
5165,901,207,19,188,137,9.222222222222221
5166,901,137,20,293,181,5.777777777777778
5167,901,137,20,293,181,5.777777777777778
5168,901,106,13,96,41,36.05555555555556
5169,901,106,12,96,41,36.05555555555556
5170,901,95,3,197,63,28.38888888888889
5171,901,93,8,153,88,28.833333333333332
5172,901,95,9,197,63,28.38888888888889
5173,901,97,10,231,77,25.22222222222222
5174,901,0,0,303,82,0.0
5175,901,0,0,281,179,0.0
5176,901,114,15,300,179,5.777777777777778
5177,901,101,12,60,17,2.2777777777777777
5178,901,119,20,299,181,5.944444444444445
5179,901,0,0,324,181,0.0
5180,901,0,0,0,1,0.0
5181,901,120,22,322,183,6.888888888888889
5182,901,120,23,322,183,6.888888888888889
5183,901,122,24,275,137,4.722222222222222
5184,901,128,27,292,150,7.055555555555555
5185,901,128,25,292,150,7.055555555555555
5186,901,149,28,144,28,6.888888888888889
5187,901,122,23,275,137,4.722222222222222
5188,901,122,17,275,137,4.722222222222222
5189,901,116,17,298,184,4.666666666666667
5190,901,122,11,301,173,3.7777777777777777
5191,901,0,0,244,137,0.0
5192,901,114,13,255,140,5.333333333333333
5193,901,116,17,244,137,5.388888888888889
5194,901,0,0,332,133,0.0
5195,901,0,0,336,149,0.0
5196,901,0,0,329,149,0.0
5197,901,117,19,318,144,4.388888888888889
5198,901,117,19,318,144,4.388888888888889
5199,901,0,0,165,135,0.0
5200,901,182,25,316,235,4.777777777777778
5201,901,182,25,316,235,4.777777777777778
5202,901,0,0,215,132,0.0
5203,901,173,33,261,183,6.0
5204,901,145,27,226,177,12.38888888888889
5205,901,173,32,261,183,6.0
5206,901,0,0,215,168,0.0
5207,901,150,25,229,185,12.333333333333334
5208,901,150,24,229,185,12.333333333333334
5209,901,221,30,343,273,5.444444444444445
5210,901,98,10,428,224,0.1111111111111111
5211,901,221,18,343,273,5.444444444444445
5212,901,221,32,343,273,5.444444444444445
5213,901,0,0,340,273,0.0
5214,901,0,0,354,284,0.0
5215,901,218,23,362,273,4.944444444444445
5216,901,0,0,349,267,0.0
5217,901,0,0,359,274,0.0
5218,901,215,31,349,267,5.111111111111111
5219,901,215,30,349,267,5.111111111111111
5220,901,0,0,290,247,0.0
5221,901,168,25,227,160,10.833333333333334
5222,901,168,28,227,160,10.833333333333334
5223,901,0,0,213,126,0.0
5224,901,180,13,334,248,2.9444444444444446
5225,901,180,13,334,248,2.9444444444444446
5226,901,180,14,334,248,2.9444444444444446
5227,901,0,0,235,115,0.0
5228,901,174,25,238,120,4.333333333333333
5229,901,216,30,359,261,3.0555555555555554
5230,901,0,0,397,179,0.0
5231,901,174,26,238,120,4.333333333333333
5232,901,174,14,238,120,4.333333333333333
5233,901,158,21,253,169,5.055555555555555
5234,901,165,27,289,228,10.833333333333334
5235,901,158,21,253,169,5.055555555555555
5236,901,158,21,253,169,5.055555555555555
5237,901,158,20,253,169,5.055555555555555
5238,901,158,21,253,169,5.055555555555555
5239,901,172,24,220,126,3.7777777777777777
5240,901,128,21,235,209,6.166666666666667
5241,901,0,0,265,189,0.0
5242,901,110,17,232,113,4.5
5243,901,110,18,232,113,4.5
5244,901,112,19,301,190,3.111111111111111
5245,901,110,16,232,113,4.5
5246,901,225,27,226,84,4.555555555555555
5247,901,176,12,496,324,1.5555555555555556
5248,901,232,16,450,361,0.8333333333333334
5249,901,0,0,439,357,0.0
5250,901,178,13,450,369,3.7777777777777777
5251,901,178,1,450,369,3.7777777777777777
5252,901,178,13,450,369,3.7777777777777777
5253,901,178,13,450,369,3.7777777777777777
5254,901,178,12,450,369,3.7777777777777777
5255,901,178,11,450,369,3.7777777777777777
5256,901,178,12,450,369,3.7777777777777777
5257,901,178,13,450,369,3.7777777777777777
5258,901,0,0,450,370,0.0
5259,901,178,6,450,369,3.7777777777777777
5260,901,139,15,388,348,9.722222222222221
5261,4,0,0,0,0,0.0
5262,901,178,1,450,369,3.7777777777777777
5263,901,178,1,450,369,3.7777777777777777
5264,901,178,12,450,369,3.7777777777777777
5265,901,0,0,354,230,0.0
5266,901,176,13,459,379,3.8333333333333335
5267,901,110,12,485,407,9.38888888888889
5268,901,176,13,459,379,3.8333333333333335
5269,901,176,13,459,379,3.8333333333333335
5270,901,182,18,439,358,3.4444444444444446
5271,901,182,19,439,358,3.4444444444444446
5272,901,178,12,458,377,3.7222222222222223
5273,901,178,13,458,377,3.7222222222222223
5274,901,0,0,454,373,0.0
5275,901,0,0,406,321,0.0
5276,901,181,16,454,373,3.888888888888889
5277,901,0,0,321,322,0.0
5278,901,178,13,458,377,3.7222222222222223
5279,901,174,13,461,382,3.7777777777777777
5280,901,176,11,460,380,3.7222222222222223
5281,901,176,13,460,380,3.7222222222222223
5282,901,0,0,304,144,0.0
5283,901,364,27,344,210,0.6111111111111112
5284,901,362,26,346,213,0.6666666666666666
5285,901,366,27,343,208,0.6111111111111112
5286,901,366,18,343,208,0.6111111111111112
5287,901,366,2,343,208,0.6111111111111112
5288,901,0,0,208,33,0.0
5289,901,275,31,150,92,6.777777777777778
5290,901,366,25,343,208,0.6111111111111112
5291,901,0,0,1,2,0.0
5292,901,366,2,343,208,0.6111111111111112
5293,901,366,2,343,208,0.6111111111111112
5294,901,366,2,343,208,0.6111111111111112
5295,901,365,26,343,208,0.5
5296,901,365,26,343,207,0.4444444444444444
5297,901,365,25,343,208,0.5
5298,901,367,25,341,206,0.5
5299,901,367,25,341,206,0.5
5300,901,368,26,341,206,0.5
5301,901,129,11,280,48,7.388888888888889
5302,901,368,26,341,206,0.5
5303,901,368,26,341,206,0.5
5304,901,275,22,342,206,13.055555555555555
5305,901,169,17,146,5,4.833333333333333
5306,901,275,22,342,206,13.055555555555555
5307,901,275,22,342,206,13.055555555555555
5308,901,275,21,342,206,13.055555555555555
5309,901,276,22,342,206,13.055555555555555
5310,901,105,14,399,388,0.8888888888888888
5311,4,0,0,0,0,0.0
5312,901,276,22,342,206,13.055555555555555
5313,901,276,4,342,206,0.4444444444444444
5314,901,276,22,342,206,13.055555555555555
5315,901,276,22,342,206,13.055555555555555
